Database Name	Operetta CLS
Database Link	http://sv-01-366/ODA/OdaService.asmx
Evaluation Signature	2b185cda-bd25-4ec7-abb1-d37a8cb17dad
Plate Name	19.06.24 OPP ISRIB
Measurement	Measurement 1
Evaluation	Evaluation8
Population	Population - Cells

[Data]
Row	Column	Plane	Timepoint	Field	Object No	X	Y	Bounding Box	Position X [µm]	Position Y [µm]	Compound	Concentration	Cell Type	Cell Count	Cells - Intensity Cell 5-TAMRA Mean	Cells - Intensity Cell 5-TAMRA Minimum	
2	2	1	0	1	12	501	1384	[435,1289,583,1485]	-169,23	-94,3					885,76	525	
2	2	1	0	1	13	56	1443	[16,1348,151,1548]	-302,96	-110,88					708,368	459	
2	2	1	0	1	14	806	1411	[626,1355,961,1477]	-87,19	-101,54					815,801	547	
2	2	1	0	1	15	1780	1436	[1730,1408,1815,1494]	209,59	-107,44					738,862	492	
2	2	1	0	1	16	1204	1489	[1171,1408,1247,1564]	39,06	-120,21					630,256	484	
2	2	1	0	1	17	2030	1602	[1974,1522,2109,1755]	288,03	-162,22					613,847	373	
2	2	1	0	1	18	241	1832	[174,1765,309,1909]	-249,01	-225,39					1158,45	586	
2	2	1	0	1	19	1706	1870	[1635,1782,1740,2016]	183,31	-244,3					841,669	488	
2	2	1	0	28	1	247	91	[198,35,311,198]	-245,81	-1650,79					465,793	259	
2	2	1	0	28	2	886	186	[847,156,932,217]	-59,2	-1671,21					492,147	364	
2	2	1	0	28	3	476	376	[428,321,510,444]	-180,45	-1728,5					522,885	412	
2	2	1	0	5	1	1593	231	[1566,186,1641,275]	798,85	1545,56					455,067	365	
2	2	1	0	5	2	1351	321	[1221,276,1476,359]	725,45	1519,34					506,009	376	
2	2	1	0	5	3	211	394	[161,319,245,465]	384,03	1495,58					458,089	333	
