Database Name	Operetta CLS
Database Link	http://sv-01-366/ODA/OdaService.asmx
Evaluation Signature	8b82562c-8103-4e1a-9d8f-fa87b04ad1b9
Plate Name	2023-04-27-OPP
Measurement	Measurement 1
Evaluation	Evaluation1
Population	Population - Cells

[Data]
Row	Column	Plane	Timepoint	Field	Object No	X	Y	Bounding Box	Position X [µm]	Position Y [µm]	Compound	Concentration	Cell Type	Cell Count	Cells - Intensity Cell 5-TAMRA Mean	Cells - Intensity Cell 5-TAMRA Minimum	
2	2	1	0	4	193	1266	1954	[1186,1892,1342,2104]	-588,87	-915,21					2049,85	979	
2	2	1	0	4	194	1792	1965	[1725,1895,1835,2085]	-432,49	-914,85					1229,45	800	
2	2	1	0	4	195	1973	1994	[1863,1896,2030,2159]	-385,12	-931,46					1378,05	684	
2	2	1	0	4	196	1378	1975	[1336,1919,1421,2074]	-556,51	-918,71					2050,89	1034	
2	2	1	0	4	197	2123	1959	[2066,1911,2159,2080]	-332,27	-916,74					1500,82	718	
2	2	1	0	4	198	1884	1975	[1812,1932,1927,2154]	-410,35	-929,16					1164,89	783	
2	2	1	0	4	199	289	2016	[213,1955,349,2073]	-882,56	-926,64					1303,22	826	
2	2	1	0	4	200	126	2024	[71,1969,170,2103]	-930,88	-931,71					1725,69	944	
2	2	1	0	4	201	960	2052	[870,1987,1016,2124]	-683,42	-936,29					2012,2	861	
2	2	1	0	4	202	1200	2059	[1153,1989,1257,2159]	-604,26	-942,55					2107,29	830	
2	2	1	0	4	203	1550	2081	[1449,2026,1606,2130]	-509,89	-941,57					1298,97	948	
2	2	1	0	4	204	1116	2093	[1049,2017,1202,2159]	-633,67	-950,27					1397,61	701	
2	2	1	0	4	205	2088	2107	[2028,2031,2159,2159]	-342,19	-951,99					1379,6	716	
2	2	1	0	4	206	1420	2118	[1360,2048,1497,2159]	-542,11	-955,38					1768,33	993	
2	2	1	0	4	207	433	2090	[340,2040,504,2151]	-841,71	-949,96					1337,46	825	
2	2	1	0	4	208	1714	2115	[1664,2053,1789,2159]	-453,22	-955,11					1232,46	719	
2	2	1	0	4	209	1307	2109	[1258,2059,1374,2159]	-574,62	-955,57					2163,49	930	
2	2	1	0	4	210	154	2125	[51,2063,206,2159]	-922,74	-959,01					1072,59	687	
2	2	1	0	4	211	244	2121	[177,2076,308,2159]	-893,07	-960,87					1280,86	756	
2	2	1	0	2	1	1065	164	[939,96,1142,250]	-653,04	915,96					1231,81	547	
2	2	1	0	2	2	1242	181	[1133,135,1389,243]	-595,87	911,94					1193,46	583	
2	2	1	0	2	3	1321	413	[1242,323,1383,495]	-576,42	847,06					2329,8	763	
2	2	1	0	2	4	2113	563	[2064,424,2159,789]	-334,99	795,3					694,248	371	
2	2	1	0	2	5	1203	553	[1165,480,1249,708]	-609,74	793,48					2029,69	810	
2	2	1	0	2	6	1749	570	[1702,509,1857,675]	-439,81	793,71					1380,89	630	
2	2	1	0	2	7	525	601	[445,543,596,707]	-810,73	785,04					1402,78	756	
2	2	1	0	2	8	1445	640	[1293,598,1577,691]	-541,35	775,98					1303,95	838	
2	2	1	0	2	9	1708	720	[1630,656,1805,793]	-457,4	756,56					1289,27	712	
